ticket_id,customer_id,issue_type,resolution_time_hours,satisfaction_score
TICK000623,CUST043978,Late Delivery,104,3
TICK000624,CUST046623,Payment Issue,22,1
TICK000625,CUST029883,Late Delivery,41,1
TICK000626,CUST046490,Wrong Item,7,5
TICK000627,CUST035858,Refund,64,3
TICK000628,CUST003750,Payment Issue,33,4
TICK000629,CUST017111,Wrong Item,26,3
TICK000630,CUST008254,Late Delivery,30,4
TICK000631,CUST016551,Damaged Product,14,3
TICK000632,CUST038822,Refund,88,3
TICK000633,CUST027902,Wrong Item,33,1
TICK000634,CUST026525,Wrong Item,23,2
TICK000635,CUST003619,Wrong Item,1,5
TICK000636,CUST024388,Payment Issue,119,2
TICK000637,CUST007874,Late Delivery,110,2
TICK000638,CUST014437,Wrong Item,43,1
TICK000639,CUST004986,Late Delivery,28,3
TICK000640,CUST021384,Late Delivery,87,5
TICK000641,CUST002477,Damaged Product,64,5
TICK000642,CUST021718,Damaged Product,118,1
TICK000643,CUST002359,Refund,19,5
TICK000644,CUST038359,Refund,26,1
TICK000645,CUST016163,Damaged Product,58,5
TICK000646,CUST000202,Late Delivery,61,4
TICK000647,CUST019231,Payment Issue,114,3
TICK000648,CUST036786,Payment Issue,27,2
TICK000649,CUST002558,Damaged Product,52,2
TICK000650,CUST025607,Payment Issue,106,4
TICK000651,CUST015283,Wrong Item,34,1
TICK000652,CUST046541,Late Delivery,107,2
TICK000653,CUST011682,Late Delivery,24,5
TICK000654,CUST021939,Wrong Item,117,1
TICK000655,CUST010983,Late Delivery,81,1
TICK000656,CUST034812,Wrong Item,99,5
TICK000657,CUST040630,Refund,37,4
TICK000658,CUST040886,Wrong Item,115,1
TICK000659,CUST005217,Damaged Product,43,5
TICK000660,CUST035652,Refund,23,5
TICK000661,CUST048008,Refund,36,3
TICK000662,CUST019152,Refund,20,1
TICK000663,CUST039564,Damaged Product,66,5
TICK000664,CUST005517,Wrong Item,88,1
TICK000665,CUST023276,Refund,49,5
TICK000666,CUST027017,Refund,60,1
TICK000667,CUST014271,Wrong Item,45,3
TICK000668,CUST045349,Late Delivery,96,4
TICK000669,CUST026848,Payment Issue,26,5
TICK000670,CUST041085,Late Delivery,34,2
TICK000671,CUST014352,Refund,88,3
TICK000672,CUST039879,Late Delivery,117,2
TICK000673,CUST012256,Wrong Item,97,1
TICK000674,CUST029544,Late Delivery,79,1
TICK000675,CUST037165,Payment Issue,40,1
TICK000676,CUST011297,Payment Issue,21,3
TICK000677,CUST013515,Late Delivery,75,3
TICK000678,CUST007540,Late Delivery,5,2
TICK000679,CUST024299,Damaged Product,51,1
TICK000680,CUST021006,Payment Issue,12,2
TICK000681,CUST005220,Late Delivery,77,4
TICK000682,CUST045499,Refund,65,3
TICK000683,CUST024538,Late Delivery,112,4
TICK000684,CUST048520,Late Delivery,100,4
TICK000685,CUST008952,Refund,3,4
TICK000686,CUST007014,Refund,63,5
TICK000687,CUST043568,Refund,95,4
TICK000688,CUST035469,Damaged Product,50,1
TICK000689,CUST039799,Late Delivery,62,3
TICK000690,CUST023998,Wrong Item,38,4
TICK000691,CUST032705,Refund,73,1
TICK000692,CUST021213,Refund,63,2
TICK000693,CUST004746,Refund,4,1
TICK000694,CUST002897,Damaged Product,25,3
TICK000695,CUST020027,Payment Issue,96,3
TICK000696,CUST025837,Refund,17,3
TICK000697,CUST042134,Late Delivery,22,4
TICK000698,CUST015301,Late Delivery,8,5
TICK000699,CUST031428,Wrong Item,99,3
TICK000700,CUST016753,Damaged Product,33,4
TICK000701,CUST013068,Damaged Product,35,3
TICK000702,CUST028712,Late Delivery,9,1
TICK000703,CUST042153,Late Delivery,67,4
TICK000704,CUST040814,Damaged Product,68,4
TICK000705,CUST035699,Wrong Item,77,3
TICK000706,CUST023947,Late Delivery,60,4
TICK000707,CUST011533,Refund,99,1
TICK000708,CUST018487,Payment Issue,86,5
TICK000709,CUST044973,Payment Issue,54,5
TICK000710,CUST038124,Wrong Item,23,3
TICK000711,CUST014404,Damaged Product,61,2
TICK000712,CUST004605,Damaged Product,25,3
TICK000713,CUST002163,Refund,30,3
TICK000714,CUST015787,Wrong Item,97,2
TICK000715,CUST023534,Payment Issue,70,5
TICK000716,CUST012666,Late Delivery,49,3
TICK000717,CUST033548,Wrong Item,72,5
TICK000718,CUST045168,Damaged Product,117,1
TICK000719,CUST027116,Payment Issue,43,2
TICK000720,CUST004550,Wrong Item,112,3
TICK000721,CUST040656,Damaged Product,38,3
TICK000722,CUST000822,Refund,97,5
TICK000723,CUST042904,Late Delivery,53,5
TICK000724,CUST042955,Damaged Product,66,1
TICK000725,CUST012255,Late Delivery,52,4
TICK000726,CUST012673,Wrong Item,119,4
TICK000727,CUST048902,Payment Issue,27,5
TICK000728,CUST004585,Refund,35,1
TICK000729,CUST039510,Damaged Product,104,3
TICK000730,CUST011629,Refund,114,1
TICK000731,CUST008865,Payment Issue,1,3
TICK000732,CUST035137,Late Delivery,87,4
TICK000733,CUST015567,Wrong Item,24,2
TICK000734,CUST018736,Wrong Item,59,4
TICK000735,CUST017477,Payment Issue,66,1
TICK000736,CUST021817,Damaged Product,27,3
TICK000737,CUST044171,Payment Issue,31,2
TICK000738,CUST019124,Wrong Item,33,2
TICK000739,CUST004432,Payment Issue,32,2
TICK000740,CUST024424,Refund,63,1
TICK000741,CUST040719,Late Delivery,79,4
TICK000742,CUST037358,Refund,61,1
TICK000743,CUST032980,Wrong Item,30,4
TICK000744,CUST014216,Payment Issue,75,1
TICK000745,CUST007015,Payment Issue,33,1
TICK000746,CUST007006,Damaged Product,118,4
TICK000747,CUST015820,Late Delivery,110,1
TICK000748,CUST014113,Refund,19,4
TICK000749,CUST034466,Payment Issue,99,4
TICK000750,CUST000720,Refund,66,2
TICK000751,CUST011321,Damaged Product,93,4
TICK000752,CUST010728,Damaged Product,113,4
TICK000753,CUST000715,Damaged Product,18,1
TICK000754,CUST029528,Late Delivery,114,1
TICK000755,CUST044919,Damaged Product,26,4
TICK000756,CUST020515,Late Delivery,81,3
TICK000757,CUST005510,Payment Issue,56,2
TICK000758,CUST043548,Wrong Item,61,1
TICK000759,CUST045570,Payment Issue,101,4
TICK000760,CUST021149,Damaged Product,68,4
TICK000761,CUST005927,Late Delivery,21,3
TICK000762,CUST006663,Payment Issue,94,2
TICK000763,CUST042356,Payment Issue,37,2
TICK000764,CUST012812,Refund,34,2
TICK000765,CUST038577,Refund,27,2
TICK000766,CUST005375,Refund,12,2
TICK000767,CUST025562,Wrong Item,78,1
TICK000768,CUST044930,Payment Issue,1,2
TICK000769,CUST035113,Wrong Item,49,5
TICK000770,CUST022874,Damaged Product,33,4
TICK000771,CUST019154,Damaged Product,31,4
TICK000772,CUST026941,Refund,44,2
TICK000773,CUST030162,Wrong Item,19,1
TICK000774,CUST024414,Late Delivery,83,3
TICK000775,CUST017525,Payment Issue,1,3
TICK000776,CUST042395,Late Delivery,12,5
TICK000777,CUST022963,Damaged Product,42,2
TICK000778,CUST020311,Payment Issue,110,5
TICK000779,CUST028162,Payment Issue,64,3
TICK000780,CUST024939,Wrong Item,28,3
TICK000781,CUST009493,Late Delivery,105,3
TICK000782,CUST048532,Damaged Product,87,4
TICK000783,CUST031541,Damaged Product,86,1
TICK000784,CUST028134,Payment Issue,104,3
TICK000785,CUST028606,Payment Issue,60,1
TICK000786,CUST033816,Damaged Product,98,5
TICK000787,CUST035064,Refund,50,3
TICK000788,CUST004432,Payment Issue,17,2
TICK000789,CUST047047,Refund,13,4
TICK000790,CUST035512,Wrong Item,42,4
TICK000791,CUST004466,Payment Issue,75,3
TICK000792,CUST046719,Late Delivery,38,1
TICK000793,CUST003264,Payment Issue,111,2
TICK000794,CUST029643,Wrong Item,14,4
TICK000795,CUST001428,Wrong Item,94,2
TICK000796,CUST004764,Refund,7,1
TICK000797,CUST039397,Damaged Product,83,3
TICK000798,CUST002100,Damaged Product,48,5
TICK000799,CUST037092,Refund,52,4
TICK000800,CUST022686,Late Delivery,10,3
TICK000801,CUST020596,Refund,22,5
TICK000802,CUST003616,Refund,99,5
TICK000803,CUST004753,Wrong Item,21,5
TICK000804,CUST014168,Damaged Product,34,1
TICK000805,CUST002952,Wrong Item,112,4
TICK000806,CUST002785,Payment Issue,97,5
TICK000807,CUST003149,Damaged Product,110,4
TICK000808,CUST027958,Refund,22,4
TICK000809,CUST016009,Late Delivery,80,2
TICK000810,CUST001634,Damaged Product,4,1
TICK000811,CUST025914,Payment Issue,14,2
TICK000812,CUST033395,Payment Issue,49,2
TICK000813,CUST008325,Refund,7,3
TICK000814,CUST017673,Payment Issue,117,2
TICK000815,CUST028324,Damaged Product,24,4
TICK000816,CUST038939,Refund,46,1
TICK000817,CUST044768,Payment Issue,86,1
TICK000818,CUST005421,Payment Issue,18,2
TICK000819,CUST044985,Damaged Product,31,2
TICK000820,CUST038664,Late Delivery,115,1
TICK000821,CUST037249,Refund,69,4
TICK000822,CUST044677,Wrong Item,72,1
TICK000823,CUST042811,Damaged Product,103,3
TICK000824,CUST015787,Payment Issue,7,4
TICK000825,CUST044873,Wrong Item,68,3
TICK000826,CUST018862,Wrong Item,65,5
TICK000827,CUST043439,Damaged Product,68,2
TICK000828,CUST034335,Late Delivery,60,4
TICK000829,CUST030893,Wrong Item,44,4
TICK000830,CUST029145,Wrong Item,32,5
TICK000831,CUST048605,Refund,82,1
TICK000832,CUST007066,Refund,40,3
TICK000833,CUST003311,Refund,71,3
TICK000834,CUST004095,Late Delivery,54,4
TICK000835,CUST049838,Wrong Item,62,3
TICK000836,CUST042767,Damaged Product,66,5
TICK000837,CUST001535,Late Delivery,119,1
TICK000838,CUST022617,Refund,31,1
TICK000839,CUST017015,Wrong Item,51,2
TICK000840,CUST021314,Damaged Product,47,1
TICK000841,CUST035389,Payment Issue,89,1
TICK000842,CUST048351,Late Delivery,47,5
TICK000843,CUST028933,Damaged Product,38,2
TICK000844,CUST012994,Wrong Item,119,4
TICK000845,CUST031641,Damaged Product,93,5
TICK000846,CUST019488,Late Delivery,51,2
TICK000847,CUST007647,Refund,51,2
TICK000848,CUST012373,Wrong Item,68,3
TICK000849,CUST010685,Payment Issue,86,1
TICK000850,CUST016337,Refund,63,4
TICK000851,CUST017619,Late Delivery,53,5
TICK000852,CUST023070,Payment Issue,91,2
TICK000853,CUST025206,Late Delivery,26,5
TICK000854,CUST022207,Refund,46,2
TICK000855,CUST018462,Late Delivery,56,3
TICK000856,CUST016656,Refund,116,5
TICK000857,CUST000755,Late Delivery,110,5
TICK000858,CUST029768,Late Delivery,59,2
TICK000859,CUST016975,Wrong Item,17,4
TICK000860,CUST036907,Refund,81,4
TICK000861,CUST040105,Late Delivery,54,3
TICK000862,CUST021657,Payment Issue,31,3
TICK000863,CUST007916,Damaged Product,117,3
TICK000864,CUST011920,Late Delivery,29,2
TICK000865,CUST003949,Refund,86,4
TICK000866,CUST042428,Wrong Item,36,3
TICK000867,CUST039587,Damaged Product,83,3
TICK000868,CUST015412,Damaged Product,20,1
TICK000869,CUST024385,Payment Issue,110,3
TICK000870,CUST037054,Damaged Product,50,1
TICK000871,CUST030860,Late Delivery,60,2
TICK000872,CUST047893,Wrong Item,48,1
TICK000873,CUST001671,Wrong Item,19,3
TICK000874,CUST035810,Payment Issue,86,1
TICK000875,CUST032611,Payment Issue,113,1
TICK000876,CUST034965,Wrong Item,18,4
TICK000877,CUST027912,Payment Issue,28,1
TICK000878,CUST002092,Refund,67,3
TICK000879,CUST046824,Refund,70,3
TICK000880,CUST039703,Payment Issue,8,5
TICK000881,CUST017208,Payment Issue,109,5
TICK000882,CUST010285,Wrong Item,39,5
TICK000883,CUST005116,Refund,81,1
TICK000884,CUST007015,Damaged Product,48,1
TICK000885,CUST015034,Late Delivery,34,2
TICK000886,CUST002712,Refund,15,5
TICK000887,CUST020051,Payment Issue,68,5
TICK000888,CUST043902,Refund,39,2
TICK000889,CUST010982,Late Delivery,74,1
TICK000890,CUST010792,Damaged Product,40,3
TICK000891,CUST017533,Payment Issue,100,4
TICK000892,CUST014923,Payment Issue,34,2
TICK000893,CUST032538,Damaged Product,17,1
TICK000894,CUST046003,Late Delivery,32,5
TICK000895,CUST028714,Payment Issue,112,4
TICK000896,CUST014557,Payment Issue,45,4
TICK000897,CUST046710,Wrong Item,75,3
TICK000898,CUST020628,Payment Issue,25,2
TICK000899,CUST012462,Damaged Product,115,5
TICK000900,CUST020983,Refund,74,4
TICK000901,CUST018473,Payment Issue,15,2
TICK000902,CUST020504,Damaged Product,43,1
TICK000903,CUST021428,Late Delivery,53,2
TICK000904,CUST011335,Late Delivery,32,4
TICK000905,CUST012278,Damaged Product,100,3
TICK000906,CUST017752,Payment Issue,1,1
TICK000907,CUST013897,Wrong Item,109,1
TICK000908,CUST021007,Refund,108,3
TICK000909,CUST026915,Refund,52,5
TICK000910,CUST023415,Wrong Item,31,4
TICK000911,CUST047357,Refund,13,1
TICK000912,CUST014747,Late Delivery,41,3
TICK000913,CUST033057,Late Delivery,101,1
TICK000914,CUST001112,Damaged Product,40,4
TICK000915,CUST006250,Late Delivery,45,2
TICK000916,CUST015195,Payment Issue,93,4
TICK000917,CUST039723,Refund,9,2
TICK000918,CUST044557,Refund,15,4
TICK000919,CUST045901,Wrong Item,58,3
TICK000920,CUST011586,Payment Issue,110,4
TICK000921,CUST041993,Wrong Item,116,2
TICK000922,CUST022366,Damaged Product,25,1
TICK000923,CUST031524,Wrong Item,110,1
TICK000924,CUST023307,Payment Issue,34,3
TICK000925,CUST037772,Payment Issue,37,5
TICK000926,CUST003332,Refund,1,4
TICK000927,CUST022822,Late Delivery,52,3
TICK000928,CUST029181,Damaged Product,79,5
TICK000929,CUST005263,Wrong Item,38,3
TICK000930,CUST029644,Wrong Item,118,4
TICK000931,CUST033202,Payment Issue,96,1
TICK000932,CUST026141,Damaged Product,47,2
TICK000933,CUST038695,Refund,65,2
TICK000934,CUST031049,Damaged Product,87,1
TICK000935,CUST000830,Payment Issue,74,2
TICK000936,CUST016288,Wrong Item,72,2
TICK000937,CUST018385,Damaged Product,78,1
TICK000938,CUST011845,Late Delivery,101,1
TICK000939,CUST049792,Damaged Product,116,3
TICK000940,CUST026093,Refund,33,5
TICK000941,CUST000820,Payment Issue,74,5
TICK000942,CUST036533,Late Delivery,44,4
TICK000943,CUST016149,Wrong Item,12,4
TICK000944,CUST043445,Damaged Product,34,2
TICK000945,CUST035462,Refund,25,2
TICK000946,CUST039467,Wrong Item,32,3
TICK000947,CUST047514,Damaged Product,36,2
TICK000948,CUST004421,Late Delivery,79,2
TICK000949,CUST022450,Refund,54,5
TICK000950,CUST012417,Wrong Item,81,3
TICK000951,CUST016368,Payment Issue,40,4
TICK000952,CUST020087,Refund,55,5
TICK000953,CUST044383,Wrong Item,11,1
TICK000954,CUST032632,Damaged Product,10,5
TICK000955,CUST025371,Late Delivery,55,1
TICK000956,CUST034473,Damaged Product,60,5
TICK000957,CUST017433,Refund,67,2
TICK000958,CUST038949,Refund,21,1
TICK000959,CUST049531,Payment Issue,11,5
TICK000960,CUST042893,Wrong Item,90,4
TICK000961,CUST010379,Damaged Product,13,3
TICK000962,CUST049489,Refund,71,5
TICK000963,CUST007276,Payment Issue,45,5
TICK000964,CUST005915,Payment Issue,71,2
TICK000965,CUST015364,Damaged Product,113,2
TICK000966,CUST022978,Late Delivery,116,2
TICK000967,CUST004137,Payment Issue,7,1
TICK000968,CUST043223,Damaged Product,27,3
TICK000969,CUST001105,Late Delivery,97,5
TICK000970,CUST036533,Payment Issue,63,4
TICK000971,CUST020585,Late Delivery,77,5
TICK000972,CUST000816,Late Delivery,106,3
TICK000973,CUST034775,Refund,59,5
TICK000974,CUST016949,Refund,50,1
TICK000975,CUST036597,Payment Issue,96,1
TICK000976,CUST029545,Wrong Item,70,1
TICK000977,CUST045606,Wrong Item,77,3
TICK000978,CUST030126,Payment Issue,104,3
TICK000979,CUST045873,Wrong Item,116,1
TICK000980,CUST002939,Wrong Item,119,5
TICK000981,CUST007745,Payment Issue,16,1
TICK000982,CUST000204,Wrong Item,95,4
TICK000983,CUST037195,Late Delivery,11,3
TICK000984,CUST007699,Damaged Product,18,4
TICK000985,CUST046345,Damaged Product,90,3
TICK000986,CUST049010,Wrong Item,66,3
TICK000987,CUST041041,Late Delivery,27,5
TICK000988,CUST044130,Wrong Item,26,4
TICK000989,CUST018536,Payment Issue,81,1
TICK000990,CUST004399,Late Delivery,78,2
TICK000991,CUST037851,Payment Issue,67,5
TICK000992,CUST011295,Late Delivery,15,4
TICK000993,CUST020381,Late Delivery,82,2
TICK000994,CUST047372,Refund,14,5
TICK000995,CUST010053,Refund,76,2
TICK000996,CUST016037,Payment Issue,96,2
TICK000997,CUST003234,Refund,65,2
TICK000998,CUST025257,Late Delivery,113,3
TICK000999,CUST031657,Refund,67,1
TICK001000,CUST030414,Wrong Item,31,3
TICK001001,CUST026033,Wrong Item,119,5
TICK001002,CUST007110,Late Delivery,72,2
TICK001003,CUST027068,Late Delivery,58,2
TICK001004,CUST001533,Wrong Item,5,5
TICK001005,CUST043182,Damaged Product,48,2
TICK001006,CUST031393,Wrong Item,56,1
TICK001007,CUST020852,Damaged Product,100,4
TICK001008,CUST047762,Payment Issue,98,3
TICK001009,CUST014645,Payment Issue,82,5
TICK001010,CUST044090,Damaged Product,53,3
TICK001011,CUST027147,Damaged Product,14,3
TICK001012,CUST044463,Refund,61,2
TICK001013,CUST030539,Refund,109,1
TICK001014,CUST006874,Wrong Item,67,5
TICK001015,CUST040026,Wrong Item,11,2
TICK001016,CUST029421,Wrong Item,110,3
TICK001017,CUST023698,Payment Issue,63,5
TICK001018,CUST022502,Damaged Product,46,4
TICK001019,CUST009473,Damaged Product,101,5
TICK001020,CUST017181,Payment Issue,8,2
TICK001021,CUST043199,Damaged Product,93,1
TICK001022,CUST029555,Refund,96,4
TICK001023,CUST041657,Payment Issue,75,1
TICK001024,CUST039658,Damaged Product,109,1
TICK001025,CUST005904,Late Delivery,79,1
TICK001026,CUST041448,Refund,51,1
TICK001027,CUST009035,Damaged Product,45,4
TICK001028,CUST000706,Payment Issue,78,1
TICK001029,CUST047870,Wrong Item,24,5
TICK001030,CUST038257,Late Delivery,10,5
TICK001031,CUST016224,Payment Issue,38,3
TICK001032,CUST047530,Late Delivery,9,4
TICK001033,CUST009547,Payment Issue,58,2
TICK001034,CUST027948,Late Delivery,7,5
TICK001035,CUST036836,Refund,83,5
TICK001036,CUST003633,Refund,62,5
TICK001037,CUST019259,Refund,37,5
TICK001038,CUST049577,Refund,106,5
TICK001039,CUST021589,Late Delivery,37,5
TICK001040,CUST015125,Payment Issue,10,1
TICK001041,CUST038820,Payment Issue,34,1
TICK001042,CUST025667,Late Delivery,72,2
TICK001043,CUST026071,Wrong Item,58,3
TICK001044,CUST004024,Damaged Product,44,1
TICK001045,CUST047451,Damaged Product,72,3
TICK001046,CUST043055,Payment Issue,71,4
TICK001047,CUST036489,Payment Issue,21,5
TICK001048,CUST048544,Refund,24,2
TICK001049,CUST021078,Late Delivery,30,3
TICK001050,CUST008812,Refund,46,3
TICK001051,CUST016959,Payment Issue,13,4
TICK001052,CUST038418,Payment Issue,79,3
TICK001053,CUST015524,Wrong Item,31,3
TICK001054,CUST035068,Wrong Item,85,2
TICK001055,CUST021035,Refund,112,2
TICK001056,CUST023655,Payment Issue,77,5
TICK001057,CUST014540,Wrong Item,58,1
TICK001058,CUST045782,Payment Issue,74,4
TICK001059,CUST042801,Late Delivery,68,2
TICK001060,CUST006070,Late Delivery,66,2
TICK001061,CUST008644,Damaged Product,53,2
TICK001062,CUST024009,Payment Issue,96,4
TICK001063,CUST045514,Payment Issue,53,1
TICK001064,CUST035565,Wrong Item,98,2
TICK001065,CUST026387,Payment Issue,56,5
TICK001066,CUST022934,Damaged Product,84,1
TICK001067,CUST033835,Damaged Product,17,3
TICK001068,CUST039769,Payment Issue,69,3
TICK001069,CUST041484,Refund,4,1
TICK001070,CUST033844,Refund,118,5
TICK001071,CUST038435,Wrong Item,41,2
TICK001072,CUST041857,Damaged Product,116,4
TICK001073,CUST023878,Late Delivery,83,1
TICK001074,CUST028522,Late Delivery,86,5
TICK001075,CUST040929,Damaged Product,25,2
TICK001076,CUST000091,Refund,105,4
TICK001077,CUST032367,Refund,97,2
TICK001078,CUST012685,Payment Issue,9,1
TICK001079,CUST042847,Late Delivery,27,1
TICK001080,CUST004318,Damaged Product,71,1
TICK001081,CUST025305,Damaged Product,32,1
TICK001082,CUST011165,Wrong Item,85,5
TICK001083,CUST018958,Refund,78,4
TICK001084,CUST003301,Payment Issue,44,1
TICK001085,CUST006201,Payment Issue,61,3
TICK001086,CUST022751,Payment Issue,3,3
TICK001087,CUST037674,Wrong Item,9,5
TICK001088,CUST027113,Payment Issue,85,4
TICK001089,CUST009723,Damaged Product,87,4
TICK001090,CUST001325,Damaged Product,101,5
TICK001091,CUST004083,Refund,24,4
TICK001092,CUST010951,Wrong Item,33,1
TICK001093,CUST013881,Wrong Item,100,5
TICK001094,CUST048375,Wrong Item,5,3
TICK001095,CUST033416,Wrong Item,113,4
TICK001096,CUST008551,Payment Issue,13,1
TICK001097,CUST038476,Payment Issue,101,2
TICK001098,CUST030450,Refund,2,3
TICK001099,CUST035506,Late Delivery,9,1
TICK001100,CUST048245,Payment Issue,76,5
TICK001101,CUST022975,Damaged Product,62,1
TICK001102,CUST026509,Wrong Item,72,1
TICK001103,CUST032755,Payment Issue,46,3
TICK001104,CUST024918,Refund,78,2
TICK001105,CUST024560,Late Delivery,66,2
TICK001106,CUST024324,Wrong Item,104,1
TICK001107,CUST038771,Damaged Product,36,2
TICK001108,CUST025554,Refund,74,5
TICK001109,CUST036859,Refund,106,5
TICK001110,CUST021746,Damaged Product,78,2
TICK001111,CUST044980,Damaged Product,21,4
TICK001112,CUST011176,Wrong Item,118,4
TICK001113,CUST001714,Payment Issue,69,2
TICK001114,CUST009920,Late Delivery,32,1
TICK001115,CUST026822,Wrong Item,52,2
TICK001116,CUST022282,Wrong Item,45,4
TICK001117,CUST040998,Refund,24,1
TICK001118,CUST034983,Late Delivery,114,2
TICK001119,CUST030868,Late Delivery,70,4
TICK001120,CUST048672,Late Delivery,42,4
TICK001121,CUST029930,Late Delivery,57,4
TICK001122,CUST033058,Late Delivery,99,1
TICK001123,CUST020212,Refund,117,4
TICK001124,CUST005656,Wrong Item,25,3
TICK001125,CUST042318,Damaged Product,116,5
TICK001126,CUST009225,Damaged Product,81,4
TICK001127,CUST017816,Damaged Product,37,5
TICK001128,CUST034242,Damaged Product,100,1
TICK001129,CUST023166,Late Delivery,88,2
TICK001130,CUST046047,Wrong Item,37,4
TICK001131,CUST044825,Wrong Item,33,4
TICK001132,CUST006235,Damaged Product,89,3
TICK001133,CUST007681,Damaged Product,12,5
TICK001134,CUST042448,Payment Issue,82,1
TICK001135,CUST025086,Wrong Item,109,2
TICK001136,CUST010368,Damaged Product,102,3
TICK001137,CUST028855,Damaged Product,3,4
